Term                                                                                                 	Code           	Retired
Antenatal Anti-D prophylaxis status                                                                  	408783007      	No     
Antenatal hepatitis B blood screening test refused                                                   	408826007      	No     
Antenatal HIV blood screening test status                                                            	408827003      	No     
Antenatal RhD screening offered                                                                      	169675008      	No     
Antenatal thalassemia blood screening test offered                                                   	408844004      	No     
Antepartum fetal asphyxia                                                                            	276642001      	No     
Antepartum hemorrhage                                                                                	34842007       	No     
Antepartum hemorrhage associated with coagulation defect                                             	267199000      	No     
Antepartum hemorrhage due to cervical erosion                                                        	698713005      	No     
Antepartum hemorrhage due to cervical polyp                                                          	698712000      	No     
Antepartum hemorrhage due to placenta previa type I                                                  	698708006      	No     
Antepartum hemorrhage due to placenta previa type II                                                 	698709003      	No     
Antepartum hemorrhage due to placenta previa type III                                                	698710008      	No     
Antepartum hemorrhage due to placenta previa type IV                                                 	698711007      	No     
Antepartum hemorrhage with afibrinogenemia                                                           	237272003      	No     
Antepartum hemorrhage with coagulation defect - delivered                                            	198917009      	No     
Antepartum hemorrhage with coagulation defect - not delivered                                        	198918004      	No     
Antepartum hemorrhage with hyperfibrinolysis                                                         	237271005      	No     
Antepartum hemorrhage with hypofibrinogenemia                                                        	237270006      	No     
Antepartum hemorrhage with trauma                                                                    	198920001      	No     
Antepartum hemorrhage with trauma - delivered                                                        	198922009      	No     
Antepartum hemorrhage with trauma - not delivered                                                    	198923004      	No     
Antepartum hemorrhage with uterine leiomyoma                                                         	198925006      	No     
Antepartum hemorrhage with uterine leiomyoma - delivered                                             	198927003      	No     
Antepartum hemorrhage with uterine leiomyoma - not delivered                                         	198928008      	No     
Antepartum hemorrhage, abruptio placentae and placenta previa                                        	267197003      	No     
Anti-D isoimmunization affecting pregnancy                                                           	699950009      	No     
Arrested active phase of labor                                                                       	24699006       	No     
Asymptomatic bacteriuria in pregnancy                                                                	31563000       	No     
Asymptomatic bacteriuria in pregnancy - delivered                                                    	199099004      	No     
Asymptomatic bacteriuria in pregnancy - delivered with postnatal complication                        	199100007      	No     
Asymptomatic bacteriuria in pregnancy - not delivered                                                	199101006      	No     
Asymptomatic bacteriuria in pregnancy with postnatal complication                                    	199102004      	No     
Atonic postpartum hemorrhage                                                                         	27214003       	No     
Atony of uterus                                                                                      	9293002        	No     
Atypical isoimmunization of newborn                                                                  	276580005      	No     
Auscultatory sign                                                                                    	49794002       	No     
Back pain complicating pregnancy                                                                     	91957002       	No     
Ballottement of fetal head abdominally                                                               	289350009      	No     
Ballottement of fetal head at fundus                                                                 	289351008      	No     
Bearing down reflex                                                                                  	46022004       	No     
Benign essential hypertension complicating AND/OR reason for care during pregnancy                   	23717007       	No     
Benign neoplasm of placenta                                                                          	92297008       	No     
Biochemical pregnancy                                                                                	237243004      	No     
Blighted ovum                                                                                        	35999006       	No     
Blighted ovum and/or carneous mole                                                                   	286996009      	No     
Bluish discoloration of cervix                                                                       	31159001       	No     
Born after multiple pregnancy                                                                        	288259000      	No     
Braun von Fernwald's sign                                                                            	10423003       	No     
Braxton Hicks contractions                                                                           	32644009       	No     
Breech malpresentation successfully converted to cephalic presentation                               	17532001       	No     
Calkin's sign                                                                                        	70651004       	No     
Carcinoma in situ of placenta                                                                        	92684002       	No     
Cardiac disease in pregnancy                                                                         	274121004      	No     
Carneous mole                                                                                        	44979007       	No     
Central nervous system malformation in fetus affecting obstetrical care                              	1538006        	No     
Cephalic version                                                                                     	84235001       	No     
Cephalopelvic disproportion                                                                          	199397009      	No     
Cervical cerclage suture present                                                                     	69802008       	No     
Cervical incompetence                                                                                	17382005       	No     
Cervical incompetence - delivered                                                                    	199482005      	No     
Cervical incompetence - delivered with postnatal complication                                        	199483000      	No     
Cervical incompetence with antenatal problem                                                         	199484006      	No     
Cervical incompetence with postnatal complication                                                    	199485007      	No     
Cervical pregnancy                                                                                   	79290002       	No     
Chaussier's sign                                                                                     	14049007       	No     
Cholestasis of pregnancy                                                                             	235888006      	No     
Chorea gravidarum                                                                                    	25113000       	No     
Chorioallantoic placenta                                                                             	75428007       	No     
Chorioangioma                                                                                        	237268002      	No     
Choriovitelline placenta                                                                             	28608002       	No     
Chromosomal abnormality in fetus affecting obstetrical care                                          	42686001       	No     
Cicatrix of cervix affecting pregnancy                                                               	9720009        	No     
Clinical sign related to pregnancy                                                                   	106111002      	No     
Clostridial intra-amniotic fetal infection                                                           	206365006      	No     
Combined intrauterine and ovarian pregnancy                                                          	699240001      	No     
Combined pregnancy                                                                                   	31601007       	No     
Combined tubal and intrauterine pregnancy                                                            	442478007      	No     
Complete hydatidiform mole                                                                           	237249000      	No     
Complication occurring during pregnancy                                                              	609496007      	No     
Complications specific to multiple gestation                                                         	199305006      	No     
Concealed accidental hemorrhage                                                                      	237274002      	No     
Concealed pregnancy                                                                                  	237233002      	No     
Condyloma acuminata of vulva in pregnancy                                                            	428017002      	No     
Congenital abnormality of uterus, affecting pregnancy                                                	41215002       	No     
Congenital cardiovascular disorder during pregnancy - baby delivered                                 	199266007      	No     
Congenital contracted pelvis                                                                         	71901000       	No     
Congenital OR acquired abnormality of cervix affecting pregnancy                                     	111443000      	No     
Congenital OR acquired abnormality of vagina affecting pregnancy                                     	111444006      	No     
Congenital OR acquired abnormality of vulva affecting pregnancy                                      	111445007      	No     
Congenital stenosis of vagina affecting pregnancy                                                    	43970002       	No     
Conjoined twins causing disproportion                                                                	111440002      	No     
Constriction band abnormality of placental amnion                                                    	439107005      	No     
Continuing pregnancy after abortion of one fetus or more                                             	199306007      	No     
Continuing pregnancy after abortion of sibling fetus                                                 	237247003      	No     
Continuing pregnancy after intrauterine death of one or more fetuses                                 	199307003      	No     
Continuing pregnancy after intrauterine death of one twin with intrauterine retention of dead twin   	472321009      	No     
Continuing pregnancy after intrauterine death of twin fetus                                          	429187001      	No     
Contracted pelvis                                                                                    	871005         	No     
Contraction ring dystocia                                                                            	62129004       	No     
Cornual pregnancy                                                                                    	87605005       	No     
Couvelaire uterus                                                                                    	62131008       	No     
Cylindrical embryo                                                                                   	7907005        	No     
Cystitis of pregnancy                                                                                	275412000      	No     
Cystocele affecting pregnancy                                                                        	443006         	No     
Date of positive pregnancy test                                                                      	440020003      	No     
Decreased placental secretion of chorionic gonadotropin                                              	102884003      	No     
Deep transverse arrest                                                                               	1343000        	No     
Deep transverse arrest - delivered                                                                   	199774009      	No     
Deep transverse arrest with antenatal problem                                                        	199775005      	No     
Deep transverse arrest with persistent occipitoposterior position                                    	698702007      	No     
Deficiency of placental function                                                                     	68635007       	No     
Delayed AND/OR secondary postpartum hemorrhage                                                       	23171006       	No     
Delayed delivery after artificial rupture of membranes                                               	35347003       	No     
Delayed delivery of second of multiple births                                                        	21987001       	No     
Delayed delivery of second twin                                                                      	275429002      	No     
Delayed delivery of second twin, triplet etc                                                         	199860006      	No     
Delayed delivery of triplet                                                                          	237321009      	No     
Delayed delivery second twin - delivered                                                             	199862003      	No     
Delayed delivery second twin with antenatal problem                                                  	199863008      	No     
Delivery AND/OR maternal condition affecting management                                              	106008001      	No     
Delivery of viable fetus in abdominal pregnancy                                                      	198617006      	No     
Desultory labor                                                                                      	79179003       	No     
Detached chorionic villi                                                                             	109892006      	No     
Detached products of conception                                                                      	109891004      	No     
Detached trophoblast                                                                                 	109893001      	No     
Diabetes mellitus during pregnancy - baby delivered                                                  	199225007      	No     
Diabetes mellitus during pregnancy - baby not yet delivered                                          	199227004      	No     
Dichorionic diamniotic twin pregnancy                                                                	459166009      	No     
Disorder of amniotic cavity AND/OR membrane                                                          	72860003       	No     
Disorder of amniotic fluid production                                                                	130960004      	No     
Disorder of amniotic fluid turnover                                                                  	130959009      	No     
Disorder of chorion                                                                                  	388605009      	No     
Disorder of pelvic size and disproportion                                                            	237256006      	No     
Disorder of placenta                                                                                 	125586008      	No     
Disorder of placental barrier function                                                               	42553009       	No     
Disorder of placental circulatory function                                                           	130958001      	No     
Disorder of placental endocrine function                                                             	70137000       	No     
Disorder of pregnancy                                                                                	173300003      	No     
Disorder of product of conception                                                                    	128604004      	No     
Disproportion between fetal head and pelvis                                                          	25749005       	No     
Distress from pain in labor                                                                          	249196008      	No     
Dorsoanterior shoulder presentation                                                                  	249104003      	No     
Dorsoposterior shoulder presentation                                                                 	249105002      	No     
Double knee presentation                                                                             	249100007      	No     
Double uterus affecting pregnancy                                                                    	21346009       	No     
Drug dependence during pregnancy - baby delivered                                                    	199252002      	No     
Drug dependence during pregnancy - baby not yet delivered                                            	199254001      	No     
Drug dependence in mother complicating pregnancy, childbirth AND/OR puerperium                       	34150001       	No     
Duffy isoimmunization in pregnancy                                                                   	237303006      	No     
Duffy isoimmunization of the newborn                                                                 	307337003      	No     
Dyscoordinate labor                                                                                  	18606002       	No     
Early stage of pregnancy                                                                             	314204000      	No     
Eclampsia in pregnancy                                                                               	198992004      	No     
Ectopic fetus                                                                                        	49964003       	No     
Ectopic placenta                                                                                     	26358008       	No     
Ectopic pregnancy                                                                                    	34801009       	No     
Effective uterine contractions                                                                       	289727001      	No     
Eight previous induced terminations of pregnancy                                                     	83712005       	No     
Elderly primigravida with antenatal problem                                                          	199719009      	No     
Epithelioid trophoblastic tumor                                                                      	609515005      	No     
Erythema multiforme of pregnancy                                                                     	238820002      	No     
Essential hypertension complicating AND/OR reason for care during pregnancy                          	78808002       	No     
Estimated date of delivery                                                                           	161714006      	No     
Estimated date of delivery - finding                                                                 	366322004      	No     
Estimated date of delivery from last period                                                          	289206005      	No     
Excessive fetal growth affecting management of mother                                                	22173004       	No     
Exhaustion during labor                                                                              	200164009      	No     
Expulsive uterine contractions                                                                       	289729003      	No     
Face OR brow presentation of fetus                                                                   	37762002       	No     
Failed attempted medical termination of pregnancy                                                    	271954000      	No     
Failed attempted termination of pregnancy                                                            	49416000       	No     
Failed attempted termination of pregnancy complicated by damage to pelvic organ and/or tissues       	7822001        	No     
Failed attempted termination of pregnancy complicated by delayed and/or excessive hemorrhage         	26623000       	No     
Failed attempted termination of pregnancy complicated by embolism                                    	13943000       	No     
Failed attempted termination of pregnancy complicated by genital-pelvic infection                    	26224003       	No     
Failed attempted termination of pregnancy complicated by metabolic disorder                          	5939002        	No     
Failed attempted termination of pregnancy complicated by renal failure                               	29421008       	No     
Failed attempted termination of pregnancy complicated by shock                                       	67042008       	No     
Failed attempted termination of pregnancy with acute necrosis of liver                               	3873005        	No     
Failed attempted termination of pregnancy with acute renal failure                                   	17380002       	No     
Failed attempted termination of pregnancy with afibrinogenemia                                       	27068000       	No     
Failed attempted termination of pregnancy with air embolism                                          	36664002       	No     
Failed attempted termination of pregnancy with amniotic fluid embolism                               	11454006       	No     
Failed attempted termination of pregnancy with blood-clot embolism                                   	19363005       	No     
Failed attempted termination of pregnancy with cardiac arrest and/or failure                         	73837001       	No     
Failed attempted termination of pregnancy with cerebral anoxia                                       	76889003       	No     
Failed attempted termination of pregnancy with complication                                          	59919008       	No     
Failed attempted termination of pregnancy with damage to pelvic organ or tissues                     	198808008      	No     
Failed attempted termination of pregnancy with defibrination syndrome                                	34478009       	No     
Failed attempted termination of pregnancy with delayed or excessive hemorrhage                       	198807003      	No     
Failed attempted termination of pregnancy with electrolyte imbalance                                 	34530006       	No     
Failed attempted termination of pregnancy with embolism                                              	198812002      	No     
Failed attempted termination of pregnancy with endometritis                                          	38099005       	No     
Failed attempted termination of pregnancy with fat embolism                                          	33490001       	No     
Failed attempted termination of pregnancy with genital tract or pelvic infection                     	198806007      	No     
Failed attempted termination of pregnancy with intravascular hemolysis                               	44992005       	No     
Failed attempted termination of pregnancy with laceration of bladder                                 	19099008       	No     
Failed attempted termination of pregnancy with laceration of bowel                                   	38951007       	No     
Failed attempted termination of pregnancy with laceration of broad ligament                          	63637002       	No     
Failed attempted termination of pregnancy with laceration of cervix                                  	25032009       	No     
Failed attempted termination of pregnancy with laceration of periurethral tissue                     	61951009       	No     
Failed attempted termination of pregnancy with laceration of uterus                                  	61452007       	No     
Failed attempted termination of pregnancy with laceration of vagina                                  	55639004       	No     
Failed attempted termination of pregnancy with metabolic disorder                                    	198810005      	No     
Failed attempted termination of pregnancy with oliguria                                              	21334005       	No     
Failed attempted termination of pregnancy with parametritis                                          	44640004       	No     
Failed attempted termination of pregnancy with pelvic peritonitis                                    	50844007       	No     
Failed attempted termination of pregnancy with perforation of bladder                                	19228003       	No     
Failed attempted termination of pregnancy with perforation of bowel                                  	34367002       	No     
Failed attempted termination of pregnancy with perforation of broad ligament                         	56451001       	No     
Failed attempted termination of pregnancy with perforation of cervix                                 	47161002       	No     
Failed attempted termination of pregnancy with perforation of periurethral tissue                    	46365005       	No     
Failed attempted termination of pregnancy with perforation of uterus                                 	50726009       	No     
Failed attempted termination of pregnancy with perforation of vagina                                 	64181003       	No     
Failed attempted termination of pregnancy with postoperative shock                                   	53111003       	No     
Failed attempted termination of pregnancy with pulmonary embolism                                    	58123006       	No     
Failed attempted termination of pregnancy with renal failure                                         	198809000      	No     
Failed attempted termination of pregnancy with renal tubular necrosis                                	77186001       	No     
Failed attempted termination of pregnancy with salpingitis                                           	81521003       	No     
Failed attempted termination of pregnancy with salpingo-oophoritis                                   	39120007       	No     
Failed attempted termination of pregnancy with sepsis                                                	24444009       	No     
Failed attempted termination of pregnancy with septic embolism                                       	43293004       	No     
Failed attempted termination of pregnancy with septic shock                                          	12983003       	No     
Failed attempted termination of pregnancy with shock                                                 	198811009      	No     
Failed attempted termination of pregnancy with soap embolism                                         	56462001       	No     
Failed attempted termination of pregnancy with uremia                                                	1592005        	No     
Failed attempted termination of pregnancy with urinary tract infection                               	66892003       	No     
Failed attempted termination of pregnancy without complication                                       	90645002       	No     
Failed induction of labor                                                                            	42571002       	No     
Failed mechanical induction                                                                          	90188009       	No     
Failed mechanical induction - delivered                                                              	199694005      	No     
Failed mechanical induction with antenatal problem                                                   	199695006      	No     
Failed medical induction of labor                                                                    	77854008       	No     
Failed medical termination of pregnancy, complicated by delayed or excessive hemorrhage              	198875007      	No     
Failed medical termination of pregnancy, complicated by embolism                                     	198876008      	No     
Failed medical termination of pregnancy, complicated by genital tract or pelvic infection            	198874006      	No     
Failed medical termination of pregnancy, without complication                                        	198878009      	No     
Failure of induction of labor by oxytocic drugs                                                      	91484005       	No     
Fair uterine contractions                                                                            	289717007      	No     
False knot of umbilical cord                                                                         	36697001       	No     
Fatigue during pregnancy                                                                             	88895004       	No     
Fatigue during pregnancy - delivered                                                                 	199121007      	No     
Fatigue during pregnancy - delivered with postnatal complication                                     	199122000      	No     
Fatigue during pregnancy - not delivered                                                             	199123005      	No     
Fatigue during pregnancy with postnatal complication                                                 	199124004      	No     
Fetal acidemia affecting management of mother                                                        	13866000       	No     
Fetal AND/OR placental disorder affecting management of mother                                       	22753004       	No     
Fetal ascites causing disproportion                                                                  	8884000        	No     
Fetal bradycardia affecting management of mother                                                     	17594002       	No     
Fetal condition affecting obstetrical care of mother                                                 	106009009      	No     
Fetal death, affecting management of mother                                                          	14022007       	No     
Fetal disproportion                                                                                  	31805001       	No     
Fetal disproportion due to fetal myelomeningocele                                                    	52327008       	No     
Fetal distress affecting management of mother                                                        	12867002       	No     
Fetal dystocia                                                                                       	7245003        	No     
Fetal ear presenting                                                                                 	249090000      	No     
Fetal hydrops causing disproportion                                                                  	39208009       	No     
Fetal mouth presenting                                                                               	249089009      	No     
Fetal nose presenting                                                                                	249091001      	No     
Fetal OR intrauterine asphyxia, not clear if noted before OR after onset of labor in liveborn infant 	66231000       	No     
Fetal or neonatal effect of diethylstilbestrol (DES) transmitted via breast milk                     	698583002      	No     
Fetal or neonatal effect of diethylstilbestrol (DES) transmitted via placenta and/or breast milk     	413340008      	No     
Fetal or neonatal effect of diethylstilbestrol transmitted via placenta                              	698582007      	No     
Fetal tachycardia affecting management of mother                                                     	4006006        	No     
Fetal-maternal hemorrhage                                                                            	71028008       	No     
Fetal-maternal hemorrhage - delivered                                                                	199577000      	No     
Fetal-maternal hemorrhage with antenatal problem                                                     	199578005      	No     
Fetoplacental problems                                                                               	267335003      	No     
Fibrinolysis - postpartum                                                                            	237336007      	No     
Fibrosis of perineum affecting pregnancy                                                             	62612003       	No     
Finding of arrangement of gravid uterus                                                              	289689006      	No     
Finding of ballottement of fetal parts                                                               	20259008       	No     
Finding of color of placenta                                                                         	289276006      	No     
Finding of consistency of placenta                                                                   	249172003      	No     
Finding of duration of uterine contraction                                                           	289723002      	No     
Finding of form of placenta                                                                          	289266008      	No     
Finding of height of gravid uterus                                                                   	289682002      	No     
Finding of length of gestation                                                                       	366323009      	No     
Finding of measures of placenta                                                                      	289278007      	No     
Finding of measures of pregnancy                                                                     	289205009      	No     
Finding of pain of uterine contraction                                                               	289730008      	No     
Finding of pattern of pregnancy                                                                      	289203002      	No     
Finding of placental function                                                                        	118178000      	No     
Finding of quantity of uterine contraction                                                           	289709004      	No     
Finding of regularity of uterine contraction                                                         	289707002      	No     
Finding of shape of pregnant abdomen                                                                 	249014005      	No     
Finding of size of gravid uterus                                                                     	289679007      	No     
Finding of viability of pregnancy                                                                    	289208006      	No     
First trimester pregnancy                                                                            	57630001       	No     
Fixed suture overlap                                                                                 	249075004      	No     
Forced uterine inversion                                                                             	54449002       	No     
Four vessels in umbilical cord                                                                       	417426005      	No     
Fundal dominance of uterine contraction                                                              	81328008       	No     
Fundal height equal to dates                                                                         	289684001      	No     
Fundal height low for dates                                                                          	289685000      	No     
Funicular hernia of umbilical cord                                                                   	23960006       	No     
Generally contracted pelvis - delivered                                                              	199405005      	No     
Generally contracted pelvis with antenatal problem                                                   	199406006      	No     
Genital varices in pregnancy                                                                         	234058009      	No     
Gestation 9- 13 weeks                                                                                	428930004      	No     
Gestation greater than 24 weeks                                                                      	313180007      	No     
Gestation less than 24 weeks                                                                         	313178001      	No     
Gestation period greater than or equal to 37 weeks                                                   	433601000124106	No     
Gestation period, 1 week                                                                             	87178007       	No     
Gestation period, 10 weeks                                                                           	38039008       	No     
Gestation period, 11 weeks                                                                           	50367001       	No     
Gestation period, 15 weeks                                                                           	6678005        	No     
Gestation period, 23 weeks                                                                           	86883006       	No     
Gestation period, 25 weeks                                                                           	72544005       	No     
Gestation period, 26 weeks                                                                           	48688005       	No     
Gestation period, 27 weeks                                                                           	46906003       	No     
Gestation period, 3 weeks                                                                            	74952004       	No     
Gestation period, 31 weeks                                                                           	64920003       	No     
Gestation period, 34 weeks                                                                           	13763000       	No     
Gestation period, 37 weeks                                                                           	43697006       	No     
Gestation period, 38 weeks                                                                           	13798002       	No     
Gestation period, 39 weeks                                                                           	80487005       	No     
Gestation period, 42 weeks                                                                           	36428009       	No     
Gestation period, 7 weeks                                                                            	63110000       	No     
Gestation period, 8 weeks                                                                            	26690008       	No     
Gestational choriocarcinoma                                                                          	417570003      	No     
Gestational diabetes mellitus                                                                        	11687002       	No     
Gestational diabetes mellitus, class A>1<                                                            	75022004       	No     
Gestational diabetes mellitus, class A>2<                                                            	46894009       	No     
Gestational edema                                                                                    	237285000      	No     
Gestational edema with proteinuria                                                                   	199141002      	No     
Gestational edema without hypertension                                                               	77376005       	No     
Gestational trophoblastic disease                                                                    	416402001      	No     
Gestational trophoblastic neoplasia                                                                  	609519004      	No     
Good uterine contractions                                                                            	289718002      	No     
Grand multiparity with antenatal problem                                                             	199715003      	No     
Gravid uterus absent                                                                                 	289677009      	No     
Gravid uterus central                                                                                	289690002      	No     
Gravid uterus large-for-dates                                                                        	289680005      	No     
Gravid uterus not observed                                                                           	289678004      	No     
Gravid uterus present                                                                                	289676000      	No     
Gravid uterus small-for-dates                                                                        	289681009      	No     
Gravida                                                                                              	161732006      	No     
Gravida - finding                                                                                    	366321006      	No     
Gravida 0                                                                                            	53881005       	No     
Gravida 2                                                                                            	127365008      	No     
Gravida 3                                                                                            	127366009      	No     
Gravida 7                                                                                            	127370001      	No     
Gravida 8                                                                                            	127371002      	No     
Had short umbilical cord                                                                             	268865003      	No     
Halban's sign                                                                                        	84032005       	No     
Head entrapment during breech delivery                                                               	237325000      	No     
Head not engaged                                                                                     	62098001       	No     
Healed pelvic floor repair affecting pregnancy                                                       	50557007       	No     
Hemorrhage in early pregnancy                                                                        	25825004       	No     
Hemorrhage in early pregnancy, antepartum                                                            	30850008       	No     
Hemorrhage in early pregnancy, delivered                                                             	81448000       	No     
Herpes gestationis                                                                                   	86081009       	No     
Herpes gestationis - delivered                                                                       	199127006      	No     
Herpes gestationis - delivered with postnatal complication                                           	199128001      	No     
Herpes gestationis - not delivered                                                                   	199129009      	No     
Herpes gestationis with postnatal complication                                                       	199130004      	No     
High head at term                                                                                    	199373000      	No     
High head at term - delivered                                                                        	199375007      	No     
High head at term with antenatal problem                                                             	199376008      	No     
High risk pregnancy                                                                                  	47200007       	No     
High risk pregnancy due to history of preterm labor                                                  	444661007      	No     
Hydatidiform mole, benign                                                                            	417044008      	No     
Hydrocephalic disproportion                                                                          	199425009      	No     
Hydrocephalic disproportion - delivered                                                              	199427001      	No     
Hydrocephalic disproportion with antenatal problem                                                   	199428006      	No     
Hydropic degeneration                                                                                	276879000      	No     
Hydrops fetalis                                                                                      	276508000      	No     
Hydrops fetalis due to isoimmunization                                                               	15539009       	No     
Hydrops of allantois                                                                                 	372043009      	No     
Hydrops of placenta                                                                                  	75094005       	No     
Hydrorrhea gravidarum                                                                                	56160003       	No     
Hyperemesis gravidarum                                                                               	14094001       	No     
Hyperemesis gravidarum before end of 22 week gestation with carbohydrate depletion                   	27152008       	No     
Hyperemesis gravidarum before end of 22 week gestation with dehydration                              	87621000       	No     
Hyperemesis gravidarum before end of 22 week gestation with electrolyte imbalance                    	33370009       	No     
Hyperemesis gravidarum with metabolic disturbance                                                    	199025001      	No     
Hyperemesis gravidarum with metabolic disturbance - delivered                                        	199027009      	No     
Hyperemesis gravidarum with metabolic disturbance - not delivered                                    	199028004      	No     
Hypertensive heart AND renal disease complicating AND/OR reason for care during pregnancy            	22966008       	No     
Hypertensive heart disease complicating AND/OR reason for care during pregnancy                      	20753005       	No     
Hypertonic uterine dysfunction                                                                       	34981006       	No     
Hypertonic uterine inertia                                                                           	267265005      	No     
Hypertonic uterine inertia - delivered                                                               	199838008      	No     
Hypertonic uterine inertia with antenatal problem                                                    	199839000      	No     
Hypotonic uterine inertia                                                                            	387692004      	No     
Icterus gravis of pregnancy                                                                          	69897008       	No     
Idiopathic hydrops fetalis                                                                           	206538000      	No     
Idiopathic maternal thrombocytopenia                                                                 	371106008      	No     
Immature abnormal placenta                                                                           	19236007       	No     
Impetigo herpetiformis                                                                               	65539006       	No     
Inappropriate uterine contraction                                                                    	289736002      	No     
Incarcerated gravid uterus                                                                           	57296000       	No     
Incomplete amnion                                                                                    	79986005       	No     
Incomplete placenta at delivery                                                                      	268479002      	No     
Indeterminate antepartum hemorrhage                                                                  	237276000      	No     
Indication for care AND/OR intervention in labor AND/OR delivery                                     	67480003       	No     
Infection of amniotic cavity                                                                         	10573002       	No     
Infections of kidney in pregnancy                                                                    	199110003      	No     
Infections of the genital tract in pregnancy                                                         	199112006      	No     
Inlet contraction of pelvis                                                                          	36854009       	No     
Inlet pelvic contraction - delivered                                                                 	199409004      	No     
Inlet pelvic contraction with antenatal problem                                                      	199410009      	No     
Insufficient prenatal care                                                                           	1031000119109  	No     
Insufficient weight gain of pregnancy                                                                	53024001       	No     
Intends to continue pregnancy                                                                        	439311009      	No     
Intervillous hemorrhage of placenta                                                                  	84693004       	No     
Intervillous thrombosis                                                                              	80256005       	No     
Intraligamentous pregnancy                                                                           	35656003       	No     
Intrapartum hemorrhage                                                                               	38010008       	No     
Intrapartum hemorrhage with coagulation defect                                                       	200173001      	No     
Intraperitoneal pregnancy                                                                            	17285009       	No     
Intraplacental hematoma                                                                              	15196006       	No     
Intrauterine asphyxia                                                                                	276641008      	No     
Invasive hydatidiform mole                                                                           	416669000      	No     
Inversion of uterus during delivery                                                                  	23885003       	No     
Irregular uterine contractions                                                                       	54212005       	No     
Isoimmunization from non-ABO, non-Rh blood-group incompatibility affecting pregnancy                 	66958002       	No     
Kanter's sign                                                                                        	69338007       	No     
Kell isoimmunization in pregnancy                                                                    	237302001      	No     
Kell isoimmunization of the newborn                                                                  	234380002      	No     
Kidd isoimmunization of the newborn                                                                  	307338008      	No     
Knee presentation                                                                                    	249098007      	No     
Known OR suspected fetal anencephaly affecting obstetrical care                                      	57480000       	No     
Known OR suspected fetal hydrocephalus affecting obstetrical care                                    	80190007       	No     
Known OR suspected fetal spina bifida with myelomeningocele affecting obstetrical care               	37382001       	No     
Ladin's sign                                                                                         	35537000       	No     
Large fetus causing disproportion - delivered                                                        	199422007      	No     
Large fetus causing disproportion with antenatal problem                                             	199423002      	No     
Large placenta                                                                                       	289263000      	No     
Late entry into prenatal care                                                                        	426403007      	No     
Late fetal death affecting management of mother                                                      	399363000      	No     
Late pregnancy vomiting - delivered                                                                  	199032005      	No     
