Term                                                                                                                                   	Code              	Retired
Coma associated with malnutrition-related diabetes mellitus                                                                            	420996007         	No     
Complication due to diabetes mellitus type 2                                                                                           	12811000119100    	No     
Complication due to secondary diabetes mellitus                                                                                        	138811000119100   	No     
Cranial nerve palsy due to diabetes mellitus type 1                                                                                    	82561000119101    	No     
Cranial nerve palsy due to type 2 diabetes mellitus                                                                                    	87921000119104    	No     
DEND syndrome                                                                                                                          	721088003         	No     
Dermatitis due to drug induced diabetes mellitus                                                                                       	368171000119104   	No     
Diabetes mellitus                                                                                                                      	73211009          	No     
Diabetes mellitus AND insipidus with optic atrophy AND deafness                                                                        	70694009          	No     
Diabetes mellitus associated with cystic fibrosis                                                                                      	426705001         	No     
Diabetes mellitus associated with genetic syndrome                                                                                     	5969009           	No     
Diabetes mellitus associated with hormonal etiology                                                                                    	59079001          	No     
Diabetes mellitus associated with pancreatic disease                                                                                   	51002006          	No     
Diabetes mellitus associated with receptor abnormality                                                                                 	42954008          	No     
Diabetes mellitus caused by drug without complication                                                                                  	367391000119102   	No     
Diabetes mellitus due to cystic fibrosis                                                                                               	427089005         	No     
Diabetes mellitus due to genetic defect in beta cell function                                                                          	609568004         	No     
Diabetes mellitus due to genetic defect in insulin action                                                                              	609569007         	No     
Diabetes mellitus due to insulin receptor antibodies                                                                                   	75682002          	No     
Diabetes mellitus due to pancreatic injury                                                                                             	105401000119101   	No     
Diabetes mellitus due to structurally abnormal insulin                                                                                 	91352004          	No     
Diabetes mellitus during pregnancy - baby delivered                                                                                    	199225007         	No     
Diabetes mellitus during pregnancy - baby not yet delivered                                                                            	199227004         	No     
Diabetes mellitus during pregnancy, childbirth and the puerperium                                                                      	199223000         	No     
Diabetes mellitus in mother complicating childbirth                                                                                    	10754881000119104 	No     
Diabetes mellitus in mother complicating pregnancy, childbirth AND/OR puerperium                                                       	76751001          	No     
Diabetes mellitus in neonate small for gestational age                                                                                 	276560009         	No     
Diabetes mellitus in remission                                                                                                         	703136005         	No     
Diabetes mellitus in the puerperium - baby delivered during current episode of care                                                    	199226008         	No     
Diabetes mellitus in the puerperium - baby delivered during previous episode of care                                                   	199228009         	No     
Diabetes mellitus induced by non-steroid drugs                                                                                         	408540003         	No     
Diabetes mellitus induced by non-steroid drugs without complication                                                                    	413183008         	No     
Diabetes mellitus type 1 without retinopathy                                                                                           	31321000119102    	No     
Diabetes mellitus type 2 without retinopathy                                                                                           	1481000119100     	No     
Diabetes mellitus without complication                                                                                                 	111552007         	No     
Diabetes mellitus, transient neonatal 1                                                                                                	609579009         	No     
Diabetes mellitus, transient neonatal 2                                                                                                	609580007         	No     
Diabetes mellitus, transient neonatal 3                                                                                                	609581006         	No     
Diabetes-deafness syndrome maternally transmitted                                                                                      	237619009         	No     
Diabetes-nephrosis syndrome                                                                                                            	54181000          	No     
Diabetic acute painful polyneuropathy                                                                                                  	230574001         	No     
Diabetic amyotrophy                                                                                                                    	39058009          	No     
Diabetic asymmetric polyneuropathy                                                                                                     	230576004         	No     
Diabetic autonomic neuropathy                                                                                                          	50620007          	No     
Diabetic autonomic neuropathy due to type 1 diabetes mellitus                                                                          	712882000         	No     
Diabetic autonomic neuropathy due to type 2 diabetes mellitus                                                                          	712883005         	No     
Diabetic cataract                                                                                                                      	43959009          	No     
Diabetic cataract associated with type 1 diabetes mellitus                                                                             	421920002         	No     
Diabetic cataract associated with type 2 diabetes mellitus                                                                             	420756003         	No     
Diabetic chronic painful polyneuropathy                                                                                                	230575000         	No     
Diabetic coma with ketoacidosis                                                                                                        	26298008          	No     
Diabetic complication                                                                                                                  	74627003          	No     
Diabetic dermopathy                                                                                                                    	238982009         	No     
Diabetic dermopathy associated with diabetes mellitus type 2                                                                           	1531000119102     	No     
Diabetic dermopathy due to type 1 diabetes mellitus                                                                                    	72021000119109    	No     
Diabetic distal sensorimotor polyneuropathy                                                                                            	230573007         	No     
Diabetic dyslipidemia associated with type 2 diabetes mellitus                                                                         	761000119102      	No     
Diabetic embryopathy                                                                                                                   	716020005         	No     
Diabetic erectile dysfunction associated with type 1 diabetes mellitus                                                                 	691000119103      	No     
Diabetic femoral mononeuropathy                                                                                                        	361216007         	No     
Diabetic foot                                                                                                                          	280137006         	No     
Diabetic foot ulcer                                                                                                                    	371087003         	No     
Diabetic gangrene                                                                                                                      	25907005          	No     
Diabetic glomerulonephritis                                                                                                            	425455002         	No     
Diabetic glomerulopathy                                                                                                                	309426007         	No     
Diabetic glomerulosclerosis                                                                                                            	707221002         	No     
Diabetic hand syndrome                                                                                                                 	201723002         	No     
Diabetic hyperosmolar non-ketotic state                                                                                                	310505005         	No     
Diabetic intracapillary glomerulosclerosis                                                                                             	310387003         	No     
Diabetic intraretinal microvascular anomaly                                                                                            	399868002         	No     
Diabetic iritis                                                                                                                        	193489006         	No     
Diabetic ketoacidosis                                                                                                                  	420422005         	No     
Diabetic ketoacidosis without coma                                                                                                     	111556005         	No     
Diabetic macular edema                                                                                                                 	312912001         	No     
Diabetic macular edema not clinically significant                                                                                      	399864000         	No     
Diabetic maculopathy                                                                                                                   	232020009         	No     
Diabetic mastopathy                                                                                                                    	724136006         	No     
Diabetic mixed sensory-motor polyneuropathy                                                                                            	126534007         	No     
Diabetic mononeuritis multiplex                                                                                                        	193141005         	No     
Diabetic mononeuropathy                                                                                                                	230577008         	No     
Diabetic mononeuropathy multiplex                                                                                                      	35777006          	No     
Diabetic mononeuropathy simplex                                                                                                        	81830002          	No     
Diabetic motor polyneuropathy                                                                                                          	126535008         	No     
Diabetic neuropathic arthropathy                                                                                                       	201724008         	No     
Diabetic neuropathic arthropathy associated with type 2 diabetes mellitus                                                              	781000119106      	No     
Diabetic neuropathy                                                                                                                    	230572002         	No     
Diabetic neuropathy with neurologic complication                                                                                       	359611005         	No     
Diabetic oculopathy                                                                                                                    	25093002          	No     
Diabetic oculopathy associated with type 1 diabetes mellitus                                                                           	421165007         	No     
Diabetic oculopathy associated with type 2 diabetes mellitus                                                                           	422099009         	No     
Diabetic ophthalmoplegia                                                                                                               	427943001         	No     
Diabetic peripheral angiopathy                                                                                                         	127014009         	No     
Diabetic peripheral neuropathy                                                                                                         	424736006         	No     
Diabetic peripheral neuropathy associated with type 2 diabetes mellitus                                                                	1511000119107     	No     
Diabetic polyneuropathy                                                                                                                	49455004          	No     
Diabetic pseudotabes                                                                                                                   	19378003          	No     
Diabetic radiculopathy                                                                                                                 	39181008          	No     
Diabetic renal disease                                                                                                                 	127013003         	No     
Diabetic retinal microaneurysm                                                                                                         	25412000          	No     
Diabetic retinal venous beading                                                                                                        	399866003         	No     
Diabetic retinopathy                                                                                                                   	4855003           	No     
Diabetic retinopathy associated with type 1 diabetes mellitus                                                                          	420789003         	No     
Diabetic retinopathy associated with type 2 diabetes mellitus                                                                          	422034002         	No     
Diabetic rubeosis                                                                                                                      	238984005         	No     
Diabetic sensory polyneuropathy                                                                                                        	127011001         	No     
Diabetic severe hyperglycemia                                                                                                          	237621004         	No     
Diabetic skin ulcer                                                                                                                    	422183001         	No     
Diabetic thick skin syndrome                                                                                                           	238983004         	No     
Diabetic thoracic radiculopathy                                                                                                        	230579006         	No     
Diabetic traction retinal detachment                                                                                                   	232023006         	No     
Diabetic truncal radiculopathy                                                                                                         	230578003         	No     
Diabetic ulcer of left foot due to diabetes mellitus type 2                                                                            	10660471000119109 	No     
Diabetic ulcer of right foot due to diabetes mellitus type 2                                                                           	10661671000119102 	No     
Diabetic vitreous hemorrhage                                                                                                           	312910009         	No     
Diabetic vitreous hemorrhage associated with type 2 diabetes mellitus                                                                  	1491000119102     	No     
Diabetic vitreous hemorrhage due to type 1 diabetes mellitus                                                                           	104951000119106   	No     
Diarrhea in diabetes                                                                                                                   	38205001          	No     
Diffuse diabetic maculopathy                                                                                                           	314010006         	No     
Diffuse type diabetic glomerulosclerosis                                                                                               	38046004          	No     
Disorder associated with well controlled type 2 diabetes mellitus                                                                      	201000119106      	No     
Disorder due to type 1 diabetes mellitus                                                                                               	420868002         	No     
Disorder due to type 2 diabetes mellitus                                                                                               	422014003         	No     
Disorder of vision due to secondary diabetes mellitus                                                                                  	138591000119106   	No     
Drug-induced diabetes mellitus                                                                                                         	5368009           	No     
Dyslipidemia due to type 1 diabetes mellitus                                                                                           	368551000119104   	No     
Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus	111231000119109   	No     
End stage renal disease on dialysis due to type 1 diabetes mellitus                                                                    	90771000119100    	No     
End stage renal disease on dialysis due to type 2 diabetes mellitus                                                                    	90791000119104    	No     
Erectile dysfunction associated with type 2 diabetes mellitus                                                                          	428007007         	No     
Extreme insulin resistance with acanthosis nigricans, hirsutism AND abnormal insulin receptors                                         	24203005          	No     
Exudative maculopathy associated with type 1 diabetes mellitus                                                                         	420486006         	No     
Exudative maculopathy associated with type 2 diabetes mellitus                                                                         	421779007         	No     
Fetal hypertrophic cardiomyopathy due to maternal diabetes mellitus                                                                    	704241002         	No     
Fibrocalculous pancreatic diabetes                                                                                                     	2751001           	No     
Focal diabetic maculopathy                                                                                                             	314011005         	No     
Foot ulcer due to type 1 diabetes mellitus                                                                                             	164881000119109   	No     
Foot ulcer due to type 2 diabetes mellitus                                                                                             	1521000119100     	No     
Forefoot ulcer due to type 1 diabetes mellitus                                                                                         	87491000119107    	No     
Forefoot ulcer due to type 2 diabetes mellitus                                                                                         	87461000119100    	No     
Gangrene associated with diabetes mellitus                                                                                             	422275004         	No     
Gangrene associated with type 1 diabetes mellitus                                                                                      	420825003         	No     
Gangrene associated with type 2 diabetes mellitus                                                                                      	421631007         	No     
Gastroparesis due to diabetes mellitus                                                                                                 	713704004         	No     
Gastroparesis due to type 1 diabetes mellitus                                                                                          	713702000         	No     
Gastroparesis due to type 2 diabetes mellitus                                                                                          	713703005         	No     
Gingival disease co-occurrent with diabetes mellitus                                                                                   	716362006         	No     
Gingivitis co-occurrent with diabetes mellitus                                                                                         	709147009         	No     
Glaucoma due to diabetes mellitus type 1                                                                                               	60981000119103    	No     
Glaucoma due to type 2 diabetes mellitus                                                                                               	41911000119107    	No     
Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus                                                                              	87481000119109    	No     
Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus                                                                              	87451000119102    	No     
High risk proliferative diabetic retinopathy not amenable to photocoagulation                                                          	399869005         	No     
Houssay's syndrome                                                                                                                     	123763000         	No     
Hyperglycemia due to type 1 diabetes mellitus                                                                                          	367991000119101   	No     
Hyperglycemia due to type 2 diabetes mellitus                                                                                          	368051000119109   	No     
Hyperglycemic crisis in diabetes mellitus                                                                                              	441656006         	No     
Hyperlipidemia due to type 1 diabetes mellitus                                                                                         	137941000119106   	No     
Hyperlipidemia due to type 2 diabetes mellitus                                                                                         	137931000119102   	No     
Hyperosmolality due to uncontrolled type 1 diabetes mellitus                                                                           	428896009         	No     
Hyperosmolar coma associated with diabetes mellitus                                                                                    	422126006         	No     
Hyperosmolar coma due to secondary diabetes mellitus                                                                                   	368601000119102   	No     
Hyperosmolar non-ketotic state in type 2 diabetes mellitus                                                                             	395204000         	No     
Hyperosmolarity co-occurrent and due to drug induced diabetes mellitus                                                                 	367261000119100   	No     
Hyperproinsulinemia                                                                                                                    	237613005         	No     
Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus                                 	128001000119105   	No     
Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus                                 	127991000119101   	No     
Hypertension in chronic kidney disease due to type 1 diabetes mellitus                                                                 	71701000119105    	No     
Hypertension in chronic kidney disease due to type 2 diabetes mellitus                                                                 	71421000119105    	No     
Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus                                                         	140131000119102   	No     
Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus                                                         	140121000119100   	No     
Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus                                                         	140111000119107   	No     
Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus                                                         	140101000119109   	No     
Hypoglycemia due to type 1 diabetes mellitus                                                                                           	84371000119108    	No     
Hypoglycemia due to type 2 diabetes mellitus                                                                                           	120731000119103   	No     
Hypoglycemia unawareness in type 2 diabetes mellitus                                                                                   	119831000119106   	No     
Hypoglycemic coma co-occurrent and due to diabetes mellitus type II                                                                    	719216001         	No     
Hypoglycemic coma in diabetes mellitus                                                                                                 	421725003         	No     
Hypoglycemic coma in type 1 diabetes mellitus                                                                                          	421437000         	No     
Hypoglycemic unawareness in type 1 diabetes mellitus                                                                                   	120711000119108   	No     
Infection of foot associated with diabetes                                                                                             	419100001         	No     
Insulin autoimmune syndrome                                                                                                            	408539000         	No     
Insulin dependent diabetes mellitus type 1A                                                                                            	23045005          	No     
Insulin dependent diabetes mellitus type 1B                                                                                            	28032008          	No     
Insulin reactive hypoglycemia in type 2 diabetes mellitus                                                                              	84361000119102    	No     
Insulin resistance - type A                                                                                                            	237651005         	No     
Insulin treated type 2 diabetes mellitus                                                                                               	237599002         	No     
Insulin-dependent diabetes mellitus secretory diarrhea syndrome                                                                        	237618001         	No     
Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome                                            	722454003         	No     
Ischemic ankle ulcer due to diabetes mellitus type 2                                                                                   	140411000119101   	No     
Ischemic diabetic maculopathy                                                                                                          	314014002         	No     
Ischemic foot ulcer due to type 2 diabetes mellitus                                                                                    	140521000119107   	No     
Ischemic heel and/or midfoot ulcer due to type 2 diabetes mellitus                                                                     	140401000119104   	No     
Ischemic ulcer diabetic foot                                                                                                           	201250006         	No     
Ketoacidosis due to secondary diabetes mellitus                                                                                        	138621000119108   	No     
Ketoacidosis in type 1 diabetes mellitus                                                                                               	420270002         	No     
Ketoacidosis in type 2 diabetes mellitus                                                                                               	421750000         	No     
Ketoacidotic coma in type 1 diabetes mellitus                                                                                          	421075007         	No     
Ketoacidotic coma in type 2 diabetes mellitus                                                                                          	421847006         	No     
Kimmelstiel-Wilson syndrome                                                                                                            	311366001         	No     
Laminopathy type Decaudain Vigouroux                                                                                                   	724205009         	No     
Latent autoimmune diabetes mellitus in adult                                                                                           	426875007         	No     
Leprechaunism syndrome                                                                                                                 	111307005         	No     
Lesion of skin co-occurrent and due to diabetes mellitus                                                                               	724876003         	No     
Lipoatrophic diabetes                                                                                                                  	127012008         	No     
Lumbosacral plexopathy co-occurrent and due to diabetes mellitus                                                                       	724997001         	No     
Macroalbuminuric diabetic nephropathy                                                                                                  	445170001         	No     
Macular edema and retinopathy due to type 2 diabetes mellitus                                                                          	97331000119101    	No     
Malnutrition related diabetes mellitus                                                                                                 	75524006          	No     
Malnutrition-related diabetes mellitus - fibrocalculous                                                                                	237600004         	No     
Malnutrition-related diabetes mellitus with ketoacidosis                                                                               	190406000         	No     
Malnutrition-related diabetes mellitus with multiple complications                                                                     	190411003         	No     
Malnutrition-related diabetes mellitus with peripheral circulatory complications                                                       	190410002         	No     
Malnutrition-related diabetes mellitus with renal complications                                                                        	190407009         	No     
Malnutrition-related diabetes mellitus without complications                                                                           	190412005         	No     
Maternal diabetes mellitus with hypoglycemia affecting fetus OR newborn                                                                	4783006           	No     
Maturity onset diabetes of the young, type 1                                                                                           	609562003         	No     
Maturity onset diabetes of the young, type 2                                                                                           	237604008         	No     
Maturity-onset diabetes of the young                                                                                                   	609561005         	No     
Maturity-onset diabetes of the young, type 10                                                                                          	609577006         	No     
Maturity-onset diabetes of the young, type 11                                                                                          	609578001         	No     
Maturity-onset diabetes of the young, type 3                                                                                           	609570008         	No     
Maturity-onset diabetes of the young, type 4                                                                                           	609571007         	No     
Maturity-onset diabetes of the young, type 5                                                                                           	609572000         	No     
Maturity-onset diabetes of the young, type 6                                                                                           	609573005         	No     
Maturity-onset diabetes of the young, type 7                                                                                           	609574004         	No     
Maturity-onset diabetes of the young, type 8                                                                                           	609575003         	No     
Maturity-onset diabetes of the young, type 9                                                                                           	609576002         	No     
Microalbuminuria due to type 1 diabetes mellitus                                                                                       	18521000119106    	No     
Microalbuminuria due to type 2 diabetes mellitus                                                                                       	90781000119102    	No     
Microalbuminuric diabetic nephropathy                                                                                                  	236499007         	No     
Mild non-proliferative diabetic retinopathy                                                                                            	312903003         	No     
Mild nonproliferative retinopathy due to secondary diabetes mellitus                                                                   	368711000119106   	No     
Mild nonproliferative retinopathy due to type 1 diabetes mellitus                                                                      	138881000119106   	No     
Mild nonproliferative retinopathy due to type 2 diabetes mellitus                                                                      	138911000119106   	No     
Mixed diabetic maculopathy                                                                                                             	314015001         	No     
Mixed hyperlipidemia due to type 1 diabetes mellitus                                                                                   	1571000119104     	No     
Mixed hyperlipidemia due to type 2 diabetes mellitus                                                                                   	701000119103      	No     
Moderate nonproliferative diabetic retinopathy                                                                                         	312904009         	No     
Moderate non-proliferative retinopathy due to secondary diabetes mellitus                                                              	368741000119105   	No     
Moderate nonproliferative retinopathy due to type 1 diabetes mellitus                                                                  	138891000119109   	No     
Moderate nonproliferative retinopathy due to type 2 diabetes mellitus                                                                  	138921000119104   	No     
Mononeuropathy associated with type 1 diabetes mellitus                                                                                	420918009         	No     
Mononeuropathy associated with type 2 diabetes mellitus                                                                                	420436000         	No     
Multiple complications due to diabetes mellitus                                                                                        	441628001         	No     
Multiple complications of type 1 diabetes mellitus                                                                                     	422228004         	No     
Neonatal diabetes mellitus                                                                                                             	49817004          	No     
Neovascular glaucoma due to diabetes mellitus                                                                                          	713457002         	No     
Nephropathy due to secondary diabetes mellitus                                                                                         	126551000119103   	No     
Nephrotic syndrome due to diabetes mellitus                                                                                            	197605007         	No     
Nephrotic syndrome due to type 1 diabetes mellitus                                                                                     	71721000119101    	No     
Nephrotic syndrome due to type 2 diabetes mellitus                                                                                     	71441000119104    	No     
Neurogenic erectile dysfunction due to diabetes mellitus type 2                                                                        	128201000119100   	No     
Neurologic disorder associated with diabetes mellitus                                                                                  	422088007         	No     
Neurologic disorder associated with type 2 diabetes mellitus                                                                           	421326000         	No     
Neurological disorder associated with malnutrition-related diabetes mellitus                                                           	420683009         	No     
Neurological disorder associated with type 1 diabetes mellitus                                                                         	421468001         	No     
Neuropathic ankle ulcer due to diabetes mellitus type 2                                                                                	140421000119108   	No     
Neuropathic arthropathy due to type 1 diabetes mellitus                                                                                	71771000119100    	No     
Neuropathic diabetic ulcer - foot                                                                                                      	201251005         	No     
Neuropathic foot ulcer due to type 2 diabetes mellitus                                                                                 	140531000119105   	No     
Neuropathic toe ulcer due to type 2 diabetes mellitus                                                                                  	140381000119104   	No     
Neuropathic ulcer of midfoot AND/OR heel due to type 2 diabetes mellitus                                                               	108781000119105   	No     
Neuropathy due to type 2 diabetes mellitus                                                                                             	368581000119106   	No     
Nodular type diabetic glomerulosclerosis                                                                                               	63510008          	No     
Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema                                             	399875001         	No     
Non-high-risk proliferative diabetic retinopathy with no macular edema                                                                 	399870006         	No     
Non-ketotic non-hyperosmolar coma associated with diabetes mellitus                                                                    	421966007         	No     
Nonproliferative diabetic retinopathy                                                                                                  	390834004         	No     
Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus                                                                  	60961000119107    	No     
Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus                                                                  	1551000119108     	No     
Non-proliferative retinopathy due to secondary diabetes mellitus                                                                       	368721000119104   	No     
O/E - Left diabetic foot at risk                                                                                                       	308106006         	No     
O/E - left eye background diabetic retinopathy                                                                                         	408410002         	No     
O/E - left eye clinically significant macular edema                                                                                    	414892004         	No     
O/E - left eye diabetic maculopathy                                                                                                    	408416008         	No     
O/E - left eye preproliferative diabetic retinopathy                                                                                   	408412005         	No     
O/E - left eye proliferative diabetic retinopathy                                                                                      	408414006         	No     
O/E - left eye stable treated proliferative diabetic retinopathy                                                                       	414894003         	No     
O/E - Right diabetic foot at risk                                                                                                      	308105005         	No     
O/E - right eye background diabetic retinopathy                                                                                        	408409007         	No     
O/E - right eye clinically significant macular edema                                                                                   	414908005         	No     
O/E - right eye diabetic maculopathy                                                                                                   	408415007         	No     
O/E - right eye preproliferative diabetic retinopathy                                                                                  	408411003         	No     
O/E - right eye proliferative diabetic retinopathy                                                                                     	408413000         	No     
O/E - right eye stable treated proliferative diabetic retinopathy                                                                      	414910007         	No     
O/E - sight threatening diabetic retinopathy                                                                                           	417677008         	No     
Ophthalmic complication of malnutrition-related diabetes mellitus                                                                      	421256007         	No     
Osteomyelitis due to type 1 diabetes mellitus                                                                                          	72041000119103    	No     
Osteomyelitis due to type 2 diabetes mellitus                                                                                          	72061000119104    	No     
Pancreatic hypoplasia, diabetes mellitus, congenital heart disease syndrome                                                            	722206009         	No     
Peripheral angiopathy due to type 1 diabetes mellitus                                                                                  	31211000119101    	No     
Peripheral circulatory disorder associated with diabetes mellitus                                                                      	421895002         	No     
Peripheral circulatory disorder associated with type 1 diabetes mellitus                                                               	421365002         	No     
Peripheral circulatory disorder associated with type 2 diabetes mellitus                                                               	422166005         	No     
Peripheral neuropathy due to type 1 diabetes mellitus                                                                                  	71791000119104    	No     
Peripheral sensory neuropathy due to type 2 diabetes mellitus                                                                          	110181000119105   	No     
Peripheral vascular disease due to secondary diabetes mellitus                                                                         	126531000119109   	No     
Permanent neonatal diabetes mellitus                                                                                                   	609565001         	No     
Permanent neonatal diabetes mellitus with cerebellar agenesis syndrome                                                                 	724067006         	No     
Persistent microalbuminuria associated with type 1 diabetes mellitus                                                                   	421305000         	No     
Persistent microalbuminuria associated with type 2 diabetes mellitus                                                                   	420715001         	No     
Persistent proteinuria associated with type 1 diabetes mellitus                                                                        	420514000         	No     
Persistent proteinuria associated with type 2 diabetes mellitus                                                                        	421986006         	No     
Polyneuropathy due to secondary diabetes mellitus                                                                                      	126571000119107   	No     
Polyneuropathy due to type 1 diabetes mellitus                                                                                         	713705003         	No     
Polyneuropathy due to type 2 diabetes mellitus                                                                                         	713706002         	No     
Posttransplant diabetes mellitus                                                                                                       	445260006         	No     
Pre-existing diabetes mellitus in mother complicating childbirth                                                                       	106281000119103   	No     
Pre-existing diabetes mellitus in pregnancy                                                                                            	609563008         	No     
Pre-existing malnutrition-related diabetes mellitus                                                                                    	199231005         	No     
Pre-existing type 1 diabetes mellitus                                                                                                  	199229001         	No     
Pre-existing type 1 diabetes mellitus in pregnancy                                                                                     	609564002         	No     
Pre-existing type 2 diabetes mellitus                                                                                                  	199230006         	No     
Pre-existing type 2 diabetes mellitus in pregnancy                                                                                     	609567009         	No     
Pregnancy and type 1 diabetes mellitus                                                                                                 	609566000         	No     
Pregnancy and type 2 diabetes mellitus                                                                                                 	237627000         	No     
Preproliferative diabetic retinopathy                                                                                                  	193349004         	No     
Pretibial pigmental patches in diabetes                                                                                                	62260007          	No     
Proliferative diabetic retinopathy                                                                                                     	59276001          	No     
Proliferative diabetic retinopathy - high risk                                                                                         	312907002         	No     
Proliferative diabetic retinopathy - high risk with clinically significant macular edema                                               	399874002         	No     
Proliferative diabetic retinopathy - high risk with no macular edema                                                                   	399862001         	No     
Proliferative diabetic retinopathy - iris neovascularization                                                                           	312909004         	No     
Proliferative diabetic retinopathy - non high risk                                                                                     	312906006         	No     
Proliferative diabetic retinopathy - quiescent                                                                                         	312908007         	No     
Proliferative diabetic retinopathy due to type 2 diabetes mellitus                                                                     	1501000119109     	No     
Proliferative diabetic retinopathy following surgery                                                                                   	103981000119101   	No     
Proliferative diabetic retinopathy with new vessels elsewhere than on disc                                                             	232022001         	No     
Proliferative diabetic retinopathy with new vessels on disc                                                                            	232021008         	No     
Proliferative retinopathy                                                                                                              	430801000124103   	No     
Proliferative retinopathy due to type 1 diabetes mellitus                                                                              	60971000119101    	No     
Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus                                                           	97341000119105    	No     
Protein-deficient diabetes mellitus                                                                                                    	57886004          	No     
Proteinuria due to type 1 diabetes mellitus                                                                                            	243421000119104   	No     
Proteinuria due to type 2 diabetes mellitus                                                                                            	157141000119108   	No     
Proteinuric diabetic nephropathy                                                                                                       	236500003         	No     
Rabson-Mendenhall syndrome                                                                                                             	33559001          	No     
Radiculoplexoneuropathy due to diabetes mellitus                                                                                       	724810001         	No     
Renal disorder associated with type 1 diabetes mellitus                                                                                	421893009         	No     
Renal disorder due to type 2 diabetes mellitus                                                                                         	420279001         	No     
Renal papillary necrosis due to diabetes mellitus                                                                                      	723074006         	No     
Retinal edema due to type 1 diabetes mellitus                                                                                          	109171000119104   	No     
Retinal edema due to type 2 diabetes mellitus                                                                                          	28331000119107    	No     
Retinal ischemia due to type 1 diabetes mellitus                                                                                       	104941000119109   	No     
Retinal ischemia due to type 2 diabetes mellitus                                                                                       	104961000119108   	No     
Retinopathy due to secondary diabetes mellitus                                                                                         	126591000119108   	No     
Rubeosis iridis due to type 1 diabetes mellitus                                                                                        	82581000119105    	No     
Rubeosis iridis due to type 2 diabetes mellitus                                                                                        	82551000119103    	No     
Secondary diabetes mellitus                                                                                                            	8801005           	No     
Secondary endocrine diabetes mellitus                                                                                                  	237601000         	No     
