Term                                                                                                      	Code           	Retired
Severe bipolar I disorder                                                                                 	371599001      	No     
Severe bipolar I disorder, single manic episode with psychotic features                                   	41832009       	No     
Severe bipolar I disorder, single manic episode with psychotic features, mood-congruent                   	13581000       	No     
Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent                 	86058007       	No     
Severe bipolar I disorder, single manic episode without psychotic features                                	14495005       	No     
Severe bipolar II disorder                                                                                	371604007      	No     
Severe bipolar II disorder, most recent episode major depressive with psychotic features                  	30520009       	No     
Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent  	19300006       	No     
Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent	20960007       	No     
Severe bipolar II disorder, most recent episode major depressive without psychotic features               	81319007       	No     
Severe bipolar II disorder, most recent episode major depressive, in full remission                       	12969000       	No     
Severe bipolar II disorder, most recent episode major depressive, in partial remission                    	67002003       	No     
Severe bipolar II disorder, most recent episode major depressive, in remission                            	35722002       	No     
Severe depressed bipolar I disorder                                                                       	261000119107   	No     
Severe depressed bipolar I disorder with psychotic features                                               	59617007       	No     
Severe depressed bipolar I disorder with psychotic features, mood-congruent                               	54761006       	No     
Severe depressed bipolar I disorder with psychotic features, mood-incongruent                             	26203008       	No     
Severe depressed bipolar I disorder without psychotic features                                            	61403008       	No     
Severe manic bipolar I disorder                                                                           	23741000119105 	No     
Severe manic bipolar I disorder with psychotic features                                                   	28663008       	No     
Severe manic bipolar I disorder with psychotic features, mood-congruent                                   	78640000       	No     
Severe manic bipolar I disorder with psychotic features, mood-incongruent                                 	33380008       	No     
Severe manic bipolar I disorder without psychotic features                                                	162004         	No     
Severe mixed bipolar I disorder                                                                           	271000119101   	No     
Severe mixed bipolar I disorder with psychotic features                                                   	10981006       	No     
Severe mixed bipolar I disorder with psychotic features, mood-congruent                                   	64731001       	No     
Severe mixed bipolar I disorder with psychotic features, mood-incongruent                                 	10875004       	No     
Severe mixed bipolar I disorder without psychotic features                                                	46229002       	No     
